firm_id,firmname,firmname_page,firmname_start_line,firmname_end_line,next_firmname_start_line
160,Asphaltgewinnung und Verarbeitung. Actien-Gesellschaft Frankenberg,270,4926,4927,4952
161,Barbara Akt.-Ges. in Liqu.,271,4952,4952,4967
162,Akt.-Ges. für Erwerb und Verwaltung von Grundbesitz,271,4967,4967,4985
163,Adiag Immobilien-Akt.-Ges.,271,4985,4985,5002
164,"AEG Latein-Amerika Bau-Aktiengesellschaft,",272,5002,5002,5018
165,"Aktien-Gesellschaft Berliner Preussenhaus,",272,5018,5018,5038
166,Aktiengesellschaft Ost für Textilhandel,272,5038,5038,5059
167,Aktiengesellschaft West für Textilhandel,272,5059,5059,5081
168,Akt.-Ges. für Grundbesitz am Wedding,273,5081,5081,5100
169,Akt.-Ges. für Grundbesitz u. Handelsstätten in Ligu,273,5100,5100,5117
170,"Akt.-Ges. für Grundstücksverwaltung und Verwertung Blumeshof 12/13 in Berlin NW 6, Luisenstr. 30.",273,5117,5118,5137
171,Aktiengesellschaft für Handel und Grundbesitz,274,5137,5137,5158
172,Aktiengesellschaft für Immobilien,274,5158,5158,5184
173,Aktiengesellschaft für Industrie. und Baugrundstücke,274,5184,5184,5204
174,Allgemeine Berliner Grundstücks-Aktiengesellschaft,275,5204,5204,5225
175,"Allgemeine Grundstücks-Aktiengesellschaft, Berlin.",275,5225,5225,5229
176,"Alte Jacobstrasse 11—12 Grundstücks-Aktiengesellschaft,",275,5229,5229,5247
177,"Altland, Grundstücks-Akt.-Ges.",275,5247,5247,5266
178,"Am Lustgarten, Grundstücks-Verwaltungs- u. Verwertungs- Akt.-Ges. in Berlin W 8, Jägerstr. 9.",276,5266,5267,5286
179,Anaconda Akt.-Ges. für Grunderwerb,276,5286,5286,5305
180,Anker Grundstücks-Akt.-Ges.,276,5305,5305,5325
181,„Antik“ Grundstücks-Aktiengesellschaft,277,5325,5325,5346
182,Arndtstrasse 30 Grundstücks-Akt.-Ges.,277,5346,5346,5365
183,Arnstadter Grundstücks - Verwaltungs - Aktiengesellschaft,277,5365,5365,5387
184,„Astra“ Grundstücks-Aktiengesellschaft,278,5387,5387,5406
185,"Bahn-, Strassen- und Tiefbau Akt.-Ges,,",278,5406,5406,5426
186,Bau- und Terrain-Akt.-Ges. „Phönix“,278,5426,5426,5453
187,"Baufinanzierung Akt.-Ges.,",279,5453,5453,5475
188,Baugesellschaft Berlin-Innenstadt Akt.-Ges.,279,5475,5475,5494
189,"Bau-Kommanditgesellschaft auf Aktien für Ausführung und Beratung in Berlin W 62, Burggrafenstr. 9.",279,5494,5495,5518
190,Bauka Grundstücks-Aktiengesellschaft,280,5518,5518,5541
191,Bauschäfer Aktiengesellschaft für bergmännischen Untergrundbahn- und Tunnelbau,280,5541,5542,5566
192,Beda. Grundstücks-Akt.-Ges.,280,5566,5566,5586
193,Bellevue Immobilien Akt.-Ges.,281,5586,5586,5623
194,Berlin - Alt-West Akt.-Ges. für Grunderwerb,281,5623,5623,5645
195,Berlin-Frohnauer Grundstückserwerbs-Akt.-Ges. in Liqu..,282,5645,5645,5661
196,Berlin-Westen Grundstücks-Aktiengesellschaft,282,5661,5661,5723
197,"Berliner Asphalt-Gesellschaft Kopp & Cie, Akt.-Ges.",283,5723,5723,5757
198,„Berra“ Bau-Gesellschaft auf Aktien,283,5757,5757,5780
199,"Bertha Grundstücks-Akt.-Ges., Berlin.",284,5780,5780,5782
200,Bleibtreustrasse 7 Grundstücks-Akt.-Ges.,284,5782,5782,5797
201,Blumenstrasse 30 Grundstücks-Akt.-Ges.,284,5797,5797,5816
202,Blumenstrasse 94 Grundstücksverwertungs-Akt.-Ges.,284,5816,5816,5836
203,"Boden- und Bau-Akt.-Ges. in Liqu., Berlin",284,5836,5836,5851
204,Boden-Akt.-Ges. Berlin-Heinersdorf,285,5851,5851,5869
205,Bodengesellschaft amı Hochbahnhof Schönhauser Allee,285,5869,5869,5890
206,Bork Boden-Akt.-Ges.,285,5890,5890,5909
207,Brandenburgische Bauindustrie Aktiengesellschaft,286,5909,5909,5936
208,Brandenburgische Baumaterialien Aktiengesellschaft,286,5936,5936,5958
209,Brandenburgische Grundwert Akt.-Ges.,286,5958,5958,5984
210,Bülowstrasse 84 Grundstücks-Verwaltungs-Akt.- Ges.,287,5984,5984,5998
211,"Bürogebäude Neue Schönhauserstrasse 1 Grundstücks- Verwertungs-Akt.-Ges., Berlin-Wilmersdorf, Gieselerstr. 23",287,5998,5999,6022
212,"Büttner & Co, Grundstücks-Akt.-Ges.",287,6022,6022,6042
213,Bula Grundstücks-Akt.-Ges. in Berlin.,288,6042,6042,6045
214,F. Butt & Co. Aktiengesellschaft,288,6045,6045,6072
215,Casa Immobilien Akt.-Ges.,288,6072,6072,6096
216,Catalonia Hausverwaltungs-Akt.-Ges.,289,6096,6096,6116
217,Charlottenburg-Ost Grundstücks-Aktiengesellschaft,289,6116,6116,6136
218,Charlottenburg Süd-West Grundstücks-Akt.-Ges.,289,6136,6136,6155
219,Charlottenburger Bau- und Handels-Aktiengesellschaft,289,6155,6155,6173
220,Concordia Akt.-Ges. für Baubeteiligungen,290,6173,6173,6193
221,Cornelius Wohnungsbau-Aktiengesellschaft,290,6193,6193,6211
222,Corona Akt.-Ges. für Grunderwerb,290,6211,6211,6232
223,Dachdeckung und Bauindustrie Akt.-Ges.,291,6232,6232,6268
224,„Der Druckereihof“ Akt.-Ges.,291,6268,6268,6285
225,„Der Wilhelmshof“ Grundstücksverwertungs-Akt.-Ges.,291,6285,6285,6310
226,Deutsche Boden -Akt.- Ges.,292,6310,6310,6341
227,Deutsche Immobilien „Verkehrs-Akt.-Ges.,292,6341,6341,6366
228,„Deutscher Heimbau“ Gemeinnützige Aktiengesellschaft,293,6366,6366,6407
229,„Domag“ Häuser- und Güter-Aktiengesellschaft,293,6407,6407,6429
230,Domus-Bau-Aktiengesellschaft,294,6429,6429,6450
231,Elisabeth-Ufer 19 Grundstücks-Aktiengesellschaft,294,6450,6450,6468
232,Elsass Grundstücksaktiengesellschaft,294,6468,6468,6488
233,Emrovita Hausverwaltung Oranienburgerstrasse Akt.-Ges.,295,6488,6488,6507
234,„Erda“ Akt.-Ges. für Bodenbesitz und Hypotheken,295,6507,6507,6526
235,„Feldag“ Grundstücks-Aktien-Gesellschaft,295,6526,6526,6542
236,Joseph Fraenkel Baugeschäft Aktiengesellschaft,295,6542,6542,6576
237,"Friedrich Karlstrasse 11, Grundstücks-Akt.-Ges.",296,6576,6576,6594
238,Friedrichsfelder Strasse 16 Grundstücks-Akt.-Ges.,296,6594,6594,6612
239,Friedrichstadt- Akt.-Ges. für Grundbesitz in Gross-Berlin,296,6612,6612,6627
240,Friedrich -Wilhelmstädtisches Theater Verwaltungs-A.-6.,297,6627,6627,6645
241,"Frischenstrasse 34, Grundstücks-Akt.-Ges.",297,6645,6645,6663
242,Garagen- und Industriehof-Aktiengesellschaft,297,6663,6663,6680
243,„@eka“ Geschäfts- u. Kontorhaus-Akt.-Ges.,298,6680,6680,6700
244,Gemeinnützige Wohnungsbau-Akt.-Ges. Gross-Berlin,298,6700,6700,6732
245,"Globus Immobilien-Akt.-Ges. in Liqu., Berlin.",298,6732,6732,6737
246,"Ernst Gomann Akt.-Ges. Industriegrundstücks- betriebsgesellschaft in Berlin NO, Saarbrücker Str. 22/24.",298,6737,6738,6763
247,Gracia Hausverwaltungs-Akt.-Ges.,299,6763,6763,6781
248,Granja Hausverwaltungs - Akt.- Ges.,299,6781,6781,6797
249,Gross-Berliner Heimstätten- und Siedlungs-Akt.-Ges.,299,6797,6797,6800
250,Gruba Grundstücksverwaltungs-Aktiengesellschaft,299,6800,6800,6820
251,"Grunderwa, Grundstückserwerbs-Akt.-Ges. in Berlin,",300,6820,6820,6840
252,"Grunderwerbs- und Bau-Gesellschaft zu Berlin in Liqu.,",300,6840,6840,6855
253,Grunderwerbs- u. Verwertungs-Akt.-Ges. Zentrum,300,6855,6855,6876
254,"Grundstücks-Akt.-Ges. in Liqu., Berlin.",301,6876,6876,6890
255,Grundstücks-Akt.-Ges. Alexandra in Liqu.,301,6890,6890,6906
256,Grundstücks-Akt.-Ges. „Alter Westen“,301,6906,6906,6922
257,Grundstücks-Akt.-Ges. Am Dönhoffsplatz,301,6922,6922,6942
258,Grundstücks-Akt.-Ges. „Beusselturm“,302,6942,6942,6962
259,Grundstücks-Akt.-Ges. Carolus,302,6962,6962,6983
260,Grundstücks-Aktiengesellschaft Elisabethhof,302,6983,6983,7000
261,Grundstücks-Akt.-Ges. Grolmanstrasse,303,7000,7000,7017
262,Grundstücks-Akt.-Ges. Grosse Frankfurter Str. 121,303,7017,7017,7035
263,Grundstücks-Akt.-Ges. in der Innenstadt,303,7035,7035,7057
264,Grundstücks-Aktiengesellschaft Neuland,304,7057,7057,7074
265,Grundstücks-Aktiengesellschaft Olympia in Liqu.,304,7074,7074,7095
266,Grundstücks-Gesellschaft Columbus Aktiengesellschaft,304,7095,7095,7116
267,Grundstücksgesellschaft Lindowerstrasse 202/22,304,7116,7116,7169
268,Grundstücksgesellschaft Schiffbauerdamm Akt.-Ges.,305,7169,7169,7190
269,Grundstücksgesellschaft Stubenrauchstr. 51/52 A.-G.,306,7190,7190,7209
270,Grundstücks-Ges. Wittenbergplatz Akt.-Ges.,306,7209,7209,7232
271,Grundstücksverwaltungsgesellschaft Inselstrasse 7,306,7232,7232,7254
272,Grundstücksverwertungs-Akt.-Ges. Gross-Berlin,307,7254,7254,7270
273,"Grundstücksverwertungsgesellschaft Cuvrystr. 24,",307,7270,7270,7288
274,"Grundstücksverwertungsgesellschaft Gubener Str. 11,",307,7288,7288,7305
275,"Grundstücksverwertungsgesellschaft Markgrafendamm 6 in Stralau, Akt.-Ges. in Berlin N 58, Kopenhagener Str. 71.",307,7305,7306,7324
276,"Grundstücksverwertungsgesellschaft Proskauer Str. 25,",308,7324,7324,7342
277,"Grundstücksverwertungsgesellschaft Seelowerstr. 11,",308,7342,7342,7360
278,Gruwag Grundstückverwaltungsaktiengesellschaft in Liqu.,308,7360,7360,7381
279,„Gurnemanz“ Grundstücks -Verwaltungs- u. Verwertungs- Akt.-Ges. in Berlin.,309,7381,7382,7386
280,„Guvag“ Guts-Verwaltungs- und Verwertungs-,309,7386,7386,7405
281,„Habe“ Haus- u. Boden-Akt.-Ges.,309,7405,7405,7423
282,Handelsgesellschaft für Grundbesitz,309,7423,7423,7488
283,Handelsstätte Gera Akt.-Ges.,310,7488,7488,7509
284,Handelsstätte Jungfernstieg Akt.-Ges.,311,7509,7509,7516
285,Handelsstätte Karlsruhe Akt.-Ges.,311,7516,7516,7524
286,"Handelsvereinigung für Industriewerte, Akt.-Ges.",311,7524,7524,7550
287,Haucke & Kuntze Akt.-Ges.,311,7550,7550,7573
288,"Haus Bernburger Strasse 26, Grundstücks-Akt.-Ges.",312,7573,7573,7592
289,Haus Dessau Verwaltungs- Akt.-Ges.,312,7592,7592,7611
290,Haus Friedrich-Karlstrasse 7 Akt.-Ges.,312,7611,7611,7629
291,Haus Kyffhäuser Grundstücks-Akt.-Ges.,312,7629,7629,7646
292,Haus Oranienstrasse 97 Akt.-Ges.,313,7646,7646,7661
293,Haus Roseggerstrasse 46 Akt.-Ges.,313,7661,7661,7677
294,"Haus Schönhauser Allee 119, Grundstücks-Akt.-Ges.",313,7677,7677,7691
295,„Havelländer“ Grundstücks- Verwaltungs- u. Verwertungs-Akt.-Ges.,313,7691,7692,7724
296,Heimdall Handels-Akt.-Ges.,314,7724,7724,7741
297,Hermes Grunderwerbs- u. Vermögensverwalt.-Akt.-Ges.,314,7741,7741,7757
298,Hoch- u. Siedlungsbau-Akt.-Ges. „Husag“,314,7757,7757,7779
299,Hotelgrundstücksgesellschaft Westen Akt.-Ges.,315,7779,7779,7798
300,„Hubertus“ Grundstücks-Aktiengesellschaft,315,7798,7798,7816
301,"JIsenhof Aktiengesellschaft in Liqu.,",315,7816,7816,7832
302,Industrie u. Wohnhaus Akt.-Ges.,316,7832,7832,7851
303,Industrie-Bangesellschaft Centrum am Bülowplatz,316,7851,7851,7872
304,Industrie-Concern-Aktiengesellschaft in Liqu.,316,7872,7872,7899
305,Industriehaus Erdmannshof Grundstücksverwertungs-A.-G.,317,7899,7899,7921
306,Industriehaus Lindowerstrasse Aktiengesellschaft,317,7921,7921,7941
307,Innenstadt-Grundstücks-Aktiengesellschaft,317,7941,7941,7959
308,„Intürk“ Gesellschaft für Finanz und Bau in der Türkei,318,7959,7959,7962
309,„Inva“ Grundstücks- und Handels-Aktien-Gesellschaft,318,7962,7962,7977
310,„lvag“ Immobilien-Verwaltungs- und Verwertungs-A.-G.,318,7977,7977,7993
311,Joseph Jacobi Nachf. Akt.-Ges.,318,7993,7993,8016
312,"Kämper & Seeberg, Bau-Aktiengesellschaft, Holzbauwerke",319,8016,8016,8038
313,Kaiserallee 110 Grundstücks-Akt.-Ges.,319,8038,8038,8056
314,"Kaiser Friedrichstrasse 43, Charlottenburg, Grundstücks- Erwerbs- u. Verwertungs-Akt.-Ges.",319,8056,8057,8077
315,"Kaiser Wilhelmstr. 18 u. 19, Grundstücksverwalt.-Akt.-Ges.",320,8077,8077,8096
316,Kantstrasse 51 Grundstücks-Aktiengesellschaft,320,8096,8096,8111
317,Kinobau- Aktiengesellschaft,320,8111,8111,8125
318,Königgrätzerstr. 104105 Grundstücks-Akt.-Ges. in Liqu.,320,8125,8125,8141
319,Komet Grundstücks -Aktiengesellschaft,321,8141,8141,8159
320,„Konkordia“ Grundstücksverwaltungs-Akt.-Ges.,321,8159,8159,8177
321,Kontor-Haus Akt.-Ges.,321,8177,8177,8197
322,Kopenhagener Strasse SO Grundstücks-Akt.-Ges.,321,8197,8197,8213
323,Kosmos Realitäten- u. Verwaltungs -Akt.-Ges.,322,8213,8213,8233
324,Kronenstrasse 76 Grundstücks-Aktiengesellschaft,322,8233,8233,8251
325,Kurfürstendamm 34 Grundstücks-Aktiengesellschaft,322,8251,8251,8272
326,Kurfürstendamm 40/41 Grundstücks-Aktiengesellschaft,323,8272,8272,8294
327,La Proprietaria Grundstücks-Akt.-Ges.,323,8294,8294,8309
328,"Lambertus, Finanzierungs- und Baugesellschaft Akt.-Ges.",323,8309,8309,8331
329,„Lehag“ Grundstücks-Aktiengesellschaft,324,8331,8331,8350
330,Lichtenberger Terrain-Akt.-Ges.,324,8350,8350,8456
331,„Lido“ Grundstücks-Akt.-Ges.,325,8456,8456,8477
332,Lübeckerstrasse 48 Grundstücks-Akt.-Ges.,326,8477,8477,8495
333,Lützowstrasse 9/9la Grundstücksverwaltungs-,326,8495,8495,8513
334,Lützow - Ufer Grundstücksverwaltungs - Aktiengesellschaft,326,8513,8513,8539
335,Mädler’sche Grundstücks-Verwertungs-Akt.-Ges.,327,8539,8539,8562
336,Märkische Bau- und Grundstücksverwertungs-Akt.-Ges.,327,8562,8562,8596
337,"Markgraf, Grundstücksverwertungs-Akt.-Ges. Berlin",327,8596,8596,8616
338,Markgrafenstrasse 18 Grundstücks-Aktiengesellschaft,328,8616,8616,8634
339,Markgrafenstrasse 21 Grundstücks-Aktiengesellschaft,328,8634,8634,8651
340,Medica Grundstücks Aktiengesellsehaft,328,8651,8651,8671
341,Midas Grundstücks-Aktiengesellschaft,329,8671,8671,8693
