firm_id,firmname,firmname_page,firmname_start_line,firmname_end_line,next_firmname_start_line
39,"Deutsche Treuhand-Akt.-Ges, für Warenverkehr",221,1756,1756,1799
40,Deutsche Treuhand-Gesellschaft,222,1799,1799,1861
41,"Deutsche Wirtschaftsprüfung Aktiengesellschaft (Dewiag),",223,1861,1861,1897
42,„Dom“ Finanz-Aktiengesellschaft für chemische Unternehmungen,224,1897,1898,1916
43,"Getreide-Finanzierung, Akt.-Ges.",224,1916,1916,1949
44,„Intrag“ Industrie-Treuhand A.-G.,224,1949,1949,1965
45,"Kolonialbank Akt.-Ges.,",225,1965,1965,1983
46,Kraftfahrzeug-Finanzierungs Aktiengesellschaft,225,1983,1983,2023
47,"F. W. Krause & Co. Bankgeschäft, K.-G. a. A. in Liqu.",226,2023,2023,2085
48,Kreditbank-Aktiengesellschaft,226,2085,2085,2120
49,H. C. Kröger Akt.-Ges.,227,2120,2120,2147
50,Fritz Loewi & Co. Bank-K.-G. a. A.,227,2147,2147,2150
51,"Märkische Bank Aktiengesellschaft in Liqu., Berlin",227,2150,2150,2188
52,Merkur Finanz-Akt.-Ges.,228,2188,2188,2191
53,Nationalbank für Deutschland Akt.-Ges.,228,2191,2191,2202
54,„Revision“ Treuhand-Akt.-Ges.,228,2202,2202,2231
55,A. Seharfenberger & Co. Bank-Kommandit-Ges. auf Aktien,229,2231,2231,2249
56,„Terra“ Vermögensverwaltungs-Akt.-Ges. in Liqu. in Mainz.,229,2249,2249,2256
57,"Treuhandgesellschaft Eintracht Gemeinnützige Aktien- gesellschaft, Berlin W 35, Potsdamer Str. 111.",229,2256,2257,2277
58,"Transportbank Aktiengesellschaft, Berlin",230,2277,2277,2301
59,„Treudienst“ Revisions- und Verwaltungs-Akt.-Ges.,230,2301,2301,2324
60,Vereinigte Industrie-Unternehmungen Akt.-Ges. (Viag),230,2324,2324,2374
61,Sonstige Beteiligungen: |,231,2374,2374,2511
62,Verkehrs-Bank Akt.-Ges.,233,2511,2511,2537
63,Wertheim Bank Aktiengesellschaft,233,2537,2537,2563
64,Wirtschafts-Treuhand Aktiengesellschaft,234,2563,2563,2592
65,„Wuw“ Akt.-Ges. für Waren und Wertpapiere,234,2592,2592,2615
66,Zentrale Deutscher Getreide-Kreditbanken Aktiengesellschaft,235,2615,2616,2641
67,"Vereinssparkasse in Bersenbrück Akt.-Ges.,",235,2641,2641,2662
68,"Hansabank Oberschlesien Akt.-Ges., in Liqu.",235,2662,2662,2708
69,“ Kommunalbank Aktiengesellschaft,236,2708,2708,2731
70,Sparburg-Zwecksparkasse Aktiengesellschaft,236,2731,2731,2761
71,Zwecksparkasse Solid Aktiengesellschaft,237,2761,2761,2788
72,Flecken Bramstedter Spar- und Leihkasse,237,2788,2788,2807
73,Bankverein für Nordwestdeutschland Akt.-Ges.,238,2807,2807,2895
74,Breslauer Baubank,239,2895,2895,2973
75,Breslauer Kassenverein u. Effektengirobank Aktiengesellschaft,240,2973,2974,3019
76,Chemnitzer Bank Akt.-Ges.,241,3019,3019,3053
77,Vereinsbank zu Colditz,241,3053,3053,3094
78,Coseler Bankverein Aktiengesellschaft,242,3094,3094,3128
79,Vereinsbank Crimmitschau Aktiengesellschaft ..,242,3128,3128,3178
80,Danziger Hypothekenbank Akt.-Ges.,243,3178,3178,3448
81,Danziger Privat-Actien-Bank,247,3448,3448,3517
82,Demminer Kreisbank Aktiengesellschaft,248,3517,3517,3548
83,Akt.-Ges. für Industriekredite,248,3548,3548,3578
84,Allgemeine Treuhand-Aktien-Gesellschaft,249,3578,3578,3613
85,Sächs. Handelsbank in Liqu.,249,3613,3613,3637
86,"Bank für Bergwerks- und Hüttenwerte, Akt.-Ges.",250,3637,3637,3659
87,Deutsche Werkmeister-Sparbank Akt.-Ges.,250,3659,3659,3679
88,Globus Treuhand- u. Industrie-Verwaltungs-Aktienges.,250,3679,3679,3699
89,"Rheinisch-Westfälische Getreide-Kredit Akt.-Ges. Duisburg-Münster in Liqu.,, Duisburg, Düsseldorfer Str. 16.",251,3699,3700,3746
90,Kreditbank Akt.-Ges.,251,3746,3746,3771
91,Elsflether Bankverein A.-G.,252,3771,3771,3798
92,Aktiengesellschaft für Baufinanzierungen,252,3798,3798,3827
93,Deutsche Volksbank Aktiengesellschaft,253,3827,3827,3892
94,"Rheinisch-Westfälischer Kassen-Verein Akt.-Ges.,",254,3892,3892,3920
95,Ruhr-Akt.-Ges. für Finanz- u. Treuhandgeschäfte,254,3920,3920,3941
96,Treuhand rheinisch-westfälischer Rechtsanwälte u. Notare,254,3941,3941,3983
97,Deutsche Fffeeten- und Wechsel-Bank,255,3983,3983,4079
98,Frankfurter Bank,256,4079,4079,4213
99,Oberhessische Bank Aktiengesellschaft,258,4213,4213,4242
100,"Volksbank Füssen, Akt.-Ges.",259,4242,4242,4286
101,Mitteldeutsche Bodenkredit-Anstalt,259,4286,4286,4598
102,Gross Strehlitzer Bank Akt.-Ges.,263,4598,4598,4632
103,"Hademarscher Spar- u. Leihkasse, A.-G.",264,4632,4632,4659
104,Gewerbe- und Handels-Bank A.-G.,264,4659,4659,4708
105,"Bankhaus E. Jordan & Co, K.-G. a. A., Hamburg.",265,4708,4708,4714
106,Deutsche Schiftsbeleihungs-Bank Akt.-Ges.,265,4714,4714,4836
107,Hamburgische Bank von 1923 Akt-Ges.,267,4836,4836,4879
108,"Hamburgische Baukasse Aktiengesellschaft,",267,4879,4879,4939
109,Hanseatische Kreditanstalt für Verkehrsmittel Akt.-Ge,268,4939,4939,4958
110,Treuhand- und Revisions- Aktiengesellschaft vereinigter Buchsachverständiger B.d.B.D.,268,4958,4959,4987
111,Waren-Credit-Anstalt in Hamburg,269,4987,4987,5047
112,Treuhand Aktiengesellschaft,270,5047,5047,5070
113,Gebr. Dammann Bank Kommandit-Ges. auf Aktien,270,5070,5070,5091
114,Handels- und Gewerbebank Heilbronn A.-G.,270,5091,5091,5169
115,"Industrie- und Landbank, Aktiengesellschaft",271,5169,5169,5229
116,"Handels- und Gewerbebank, Akt.-Ges.",272,5229,5229,5261
117,Sehleswig-Holsteinische Bank,273,5261,5261,5351
118,"Kamenzer Bank, Aktiengesellschaft",274,5351,5351,5397
119,Landesgewerbebank für Südwestdeutschland Akt.-Ges.,275,5397,5397,5487
120,"Landkreditbank Schleswig-Holstein, Akt.-Ges.",276,5487,5487,5512
121,Rheinische Landbank Aktiengesellsehaft,276,5512,5512,5537
122,"Deutscher Bausparer Aktiengesellschaft,",277,5537,5537,5568
123,„Deutscher Rhein“ Bausparkassen-Aktiengesellschaft,277,5568,5568,5609
124,Reichsdeutsche Bausparkasse Aktiengesellschaft,278,5609,5609,5645
125,Rheinisch-Westfälische „Revision“ Treuhand Akt.-Ges.,278,5645,5645,5683
126,Rheinische Kreditgesellschaft für Haus- und Grundbesitz Aktiengesellschaft,279,5683,5684,5708
127,Rheinische Volksbank Akt.-Ges.,279,5708,5708,5766
128,Westdeutsche Bau-Sparkasse Aktiengesellschaft,280,5766,5766,5798
129,"Grosshandelsbank, K.-G. a. A. in Liqu., Königsberg i. Pr.",280,5798,5798,5802
130,Deutsche Allgemeine Bausparkasse Aktiengesells ;chaft,280,5802,5802,5830
131,Allgemeine Deutsche Credit-Anstalt,281,5830,5830,6022
132,Allgemeine Treuhand Aktiengesellschaft Leipzig,284,6022,6022,6049
133,Communal-Bank für Sachsen,284,6049,6049,6217
134,„Crehag“ Credit- u. Handels-Aktiengesellschaft,286,6217,6217,6249
135,"Leipziger Bankverein, Akt.-Ges. in Liqu., Leipzig.",287,6249,6249,6256
136,Leipziger Kassen-Verein Aktiengesellschaft,287,6256,6256,6284
137,Mitteldeutsche Industriebank Aktiengesellschaft in Liqu.,287,6284,6284,6305
138,Treuhand-Akt.-Ges. der Hausbesitzer,287,6305,6305,6333
139,Leisniger Bank A.-G.,288,6333,6333,6394
140,"Pfälzische Wirtschaftsbank, Gemeinnützige Akt.-Ges.",288,6394,6394,6444
141,"Bank für Handel und Gewerbe Akt.-Ges. in Liqu., Lübeck,",289,6444,6444,6487
142,"Commerz-Bank in Lübeck,",290,6487,6487,6557
143,Norddeutsche Getreidebank Aktiengesellschaft,291,6557,6557,6618
144,Vorschuss- und Spar-Vereins-Bank in Lübeck Akt.-Ges.,291,6618,6618,6673
145,Magdeburger Viehmarkt-Bank,292,6673,6673,6711
146,Bau- und Wirtschafts - Akt.-Ges. Bausparkasse Mainz,293,6711,6711,6734
147,"Landwirtsehaftsbank Aktiengesellschaft in Liqu., Mainz.",293,6734,6734,6751
148,"Rheinische Garantiebank, Kautions-Versicherungs-A.-G.",293,6751,6751,6791
149,Bank-Verein zu Mayen (Rhpr.).,294,6791,6791,6818
150,Mayener Volksbank,294,6818,6818,6846
151,Meeraner Bank Aktiengesellschaft,295,6846,6846,6894
152,Meller Volksbank Akt.-Ges.,296,6894,6894,6921
153,"Volksbank Memmingen, Akt.-Ges.",296,6921,6921,6948
154,Sauerländischer Bankverein Akt.-Ges.,296,6948,6948,6988
155,Bank für Mittelsachsen Aktien-Gesellschaft,297,6988,6988,7032
156,Aktiengesellschaft für private Vermögensverwaltung,298,7032,7032,7052
157,Bayerische Landesgewerbebank-Akt.-Ges.,298,7052,7052,7110
158,"Süddeutsche Holzwirtschaftsbank, Aktiengesellschaft,",299,7110,7110,7202
159,Süddeutsche Treuhand-Gesellschaft A.-G.,300,7202,7202,7235
160,Rheinisch-Westfälische Bausparkasse Aktiengesellschaft,301,7235,7235,7266
161,Ostsachsen-Bank Akt.-Ges.,301,7266,7266,7288
162,Saar-Industriebank A.-G.,301,7288,7288,7310
163,Neustädter Bank,302,7310,7310,7360
164,Mecklenburg-Strelitzsehe Hypothekenbank,303,7360,7360,7499
165,"Niederlinxweiler Bank, Aktiengesellsehaft",305,7499,7499,7512
166,Saarbrücken. Zahlstelle: Ges.-Kasse. Land- und Forstbank A.-G.,305,7512,7513,7544
167,"Mittelländische Versicherungs-Bank Akt.-Ges.,",305,7544,7544,7579
168,"Oberhausener Bank, Akt.-Ges.",306,7579,7579,7610
169,Oldenburgische Spar- & Leih-Bank,306,7610,7610,7734
170,Pforzheimer Bankverein A.-G.,308,7734,7734,7771
171,Landesbank Westsachsen Aktiengesellschaft,309,7771,7771,7818
172,Plauener Bank Aktiengesellschaft,309,7818,7818,7891
173,Radeberger Bank Akt.-Ges.,310,7891,7891,7935
174,Ronneburger Bank Akt.-Ges.,311,7935,7935,7980
175,Rostocker Bank,312,7980,7980,8039
176,Rotenburger Bankverein Akt.-Ges.,313,8039,8039,8057
177,"Bank F. Zeitz-Zeuge Akt.-Ges. in Liqu.,",313,8057,8057,8068
178,Centralgenossenschaftsbank Akt.-Ges. Saarbrücken in Liqu.,313,8068,8068,8089
179,"Landesbank des Saargebietes, Akt.-Ges.",313,8089,8089,8124
180,"Schmiedeberger Bank, Akt.-Ges.",314,8124,8124,8168
181,Spar- u. Vorschuss-Verein Akt.-Ges.,315,8168,8168,8203
182,Land-Aktiengesellschaft Ostmark,315,8203,8203,8227
183,Chr. Pfeiffer Aktiengesellschaft,315,8227,8227,8260
184,Schwäbische Treuhand-Akt.-Ges. (Schitag),316,8260,8260,8290
185,Stuttgarter Kassen-Verein und Effektengirobank Akt.-Ges.,316,8290,8290,8334
186,Württembergische Finanz-Akt.-Ges.,317,8334,8334,8357
187,Sehwaben Hypothekenablösungs- und Bauspar-Aktiengesellschaft,317,8357,8358,8381
188,Thüringische Staatsbank,318,8381,8381,8542
189,Niederrheinische Bank A.-G.,320,8542,8542,8633
190,"Zörbiger Bankverein von Schröter, Körner & Comp., -Kommandit-Ges. auf Aktien",321,8633,8634,8689
191,"Zörbiger Creditverein von Lederer, Kotzsch & Co.,",322,8689,8689,8735
192,"Zwickauer Stadtbank, Aktiengesellschaft",323,8735,8735,8790
193,"Bau-, Terrain- und Immobilien-Gesellschaften, Schachtban, Asphaltgewinnung und -Verarbeitung.",324,8790,8791,8791
194,Asphaltgewinnung und -Verarbeitung. Aachener Immobilien-Aktien-Gesellschaft,324,8791,8792,8811
195,Gemeinnützige Baugesellschaft für Aachen u. Burtscheid,324,8811,8811,8830
196,Gemeinnützige Siedlungs-Aktien-Gesellschaft,324,8830,8830,8854
197,Terra Tiefbau-Akt.-Ges.,325,8854,8854,8874
198,"Thormann & Stiefel, Akt.-Ges.",325,8874,8874,8920
199,"„Afgru“ Akt.-Ges. für Grundstücksverwaltungen in Liqu.,",326,8920,8920,8936
200,Aetien-Bauverein „Passage“,326,8936,8936,9004
201,Aktiengesellschaft Lindenhaus,327,9004,9004,9025
202,Aktiengesellschaft für Brennstoffvergasung in Berlin.,327,9025,9025,9048
203,®Aktiengesellschaft für Siedlung und Wohnungsbau,328,9048,9048,9061
204,Aktiengesellschaft für Terrainverwertung in Liqu.,328,9061,9061,9095
205,Allgemeine Boden-Akt.-Ges. in Ligqu.,328,9095,9095,9135
206,Allianz-Bau-Aktien-Gesellschaft,329,9135,9135,9149
207,Am Halensee Grundverwaltungs-A.-G.,329,9149,9149,9167
208,Am Kottbuser Tor Grundstücksverwaltungs-Akt.-Ges.,330,9167,9167,9186
209,Am Oranienburger Tor Grundstücksverwaltungs-Akt.-Ges.,330,9186,9186,9205
210,„Am Wittenbergplatz“ Grundstücksverwaltungs - Akt.-Ges.,330,9205,9205,9224
211,Ashelm Industriegebäude Aktien-Gesellschaft,330,9224,9224,9245
212,Augsburger Str. 37 Grundstücksverwertungs-Akt.-Ges.,331,9245,9245,9263
213,„Augsburgerstrasse 45° Grundstücksverwaltungs-Akt.-Ges.,331,9263,9263,9280
214,Bau-Akt.-Ges. West in Liqu. Berlin.,331,9280,9280,9308
215,Baugesellschaft in der Blücherstrasse Aktiengesellschaft,332,9308,9308,9325
216,Baugesellschaft Kurfürstenstrasse Akt.-Ges.,332,9325,9325,9346
217,"„Bauhof“, Terrain- u. Bau-Aktiengesellschaft",332,9346,9346,9368
218,Bayerisches Viertel Grundstücks-Akt.-Ges.,333,9368,9368,9388
219,"Berlin-Oberspree, Terrain- und Baugesellschaft",333,9388,9388,9411
220,"Berliner Bau-Studien-Aktiengesellschaft in Liqu., Berlin.",333,9411,9411,9430
221,Berliner Finanzierungs-Aktiengesellschaft,334,9430,9430,9452
222,Berlinerstrasse 86/87 Grundstücks-Aktiengesellschaft,334,9452,9452,9470
223,Berlinische Boden-Gesellschaft,334,9470,9470,9501
224,Berlinische Grundstücks-Verwaltungs-Akt.-Ges.,335,9501,9501,9527
225,Berlinische Hauserwerbs-Aktiengesellschaft,335,9527,9527,9546
226,"Berolina Grundstücks-Aktiengesellschaft in Liqu., Berlin",336,9546,9546,9572
227,Boswau & Knauer Akt.-Ges.,336,9572,9572,9705
228,Brandenburgische Parzellierungs-Aktien-Gesellschaft,338,9705,9705,9727
229,Bürohaus der Berliner Stadtsynode Akt.-Ges.,338,9727,9727,9754
230,Cisalpin Grundstücksverwertungs-Akt.-Ges.,339,9754,9754,9771
231,"Comex, Grundstücks- Akt.-Ges.",339,9771,9771,9790
232,Demokrit Grundstücksverwertungs-Aktiengesellschaft,339,9790,9790,9808
233,Deutsche Bau- und Grundstücks-Aktiengesellschaft,339,9808,9808,9839
234,Domus major Grundstücks-Akt.-Ges. zu Berlin.,340,9839,9839,9856
235,Eggertsche Familienhaus Akt.-Ges.,340,9856,9856,9872
236,Einfamilienhaus „Rothenburg“,340,9872,9872,9897
237,Elsnerhaus Aktiengesellschaft,341,9897,9897,9923
238,"Fabrikbau-Aktiengesellschaft in Liqu., in Berlin.",341,9923,9923,9936
239,Fichtenhof Grundstücks-Akt.-Ges.,341,9936,9936,9956
240,Flachbau-Akt.-Ges.,342,9956,9956,9976
241,„Preia“ Grundstücksverwertungs-Aktiengesellschaft,342,9976,9976,10008
242,Fugger Grundstücks-Aktiengesellschaft,342,10008,10008,10038
243,"„Gehag“, Gemeinnützige Heimstätten-, Spar- und Bau-Akt.-Ges.",343,10038,10039,10096
244,"Gemeinnützige Baugesellschaft Mariengarten Akt.-Ges,.,",344,10096,10096,10133
245,"Genter Str. 4, Hausverwaltungs-Akt.-Ges. -",344,10133,10133,10149
246,Germania Aktiengesellschaft für Landwirtsbedarf in Liqu.,345,10149,10149,10178
247,Gevag Grundstücksverwertungs-Akt.-Ges. in Liqu.,345,10178,10178,10198
248,"Goltz-Immobilien - Akt.-Ges,,",345,10198,10198,10220
249,Paul Gresitza Aktiengesellschaft für Strassen- u. Tiefbau,346,10220,10220,10252
250,Grossbauten 'Aktiengesellschaft,346,10252,10252,10279
251,Grosse Frankfurterstrasse 12—13 Grundstücks-A.-G.,347,10279,10279,10301
252,Grund und Boden Aktiengesellschaft für Realwerte,347,10301,10301,10326
253,Grundstücks-Akt.-Ges. an der Eulerstrasse,347,10326,10326,10347
254,"Grundstücks-Akt.-Ges. Augustus,",348,10347,10347,10363
255,Grundstücks-Akt.-Ges. Berlin-Tegel,348,10363,10363,10381
256,Grundstücks-Akt.-Ges. Danubia,348,10381,10381,10403
257,Grundstücks-Akt.-Ges. Dido,349,10403,10403,10420
258,Grundstücks-Akt.-Ges. Französische Strasse 223/23,349,10420,10420,10425
259,"Grundstücks-Akt.-Ges. Helena, in Ligqu., Berlin.",349,10425,10425,10436
260,"Grundstücks-Aktiengesellschaft Idyll Gross-Glienicke,",349,10436,10436,10458
261,Grundstücks-Akt.-Ges. Jülicherstrasse 1,349,10458,10458,10478
262,Grundstücks-Aktiengesellschaft Krimhild,350,10478,10478,10498
263,“ Grundstücks-Gesellschaft „Am Kleistpark“ Akt.-Ges.,350,10498,10498,10501
264,Grundstücksverwaltungs-Gesellschaft Kantstrasse 149,350,10501,10501,10504
265,"Grundstücksverwaltungs-Gesellschaft Potsdamer Str. 61-62,",350,10504,10504,10509
266,Grundverwertungs-Aktiengesellschaft,350,10509,10509,10531
267,Grunewaldstrasse 65 Grundstücks- Verwaltungs- Akt.-Ges.,351,10531,10531,10548
268,"Habermann & Guckes-Liebold, Aktiengesellschaft",351,10548,10548,10637
269,„Haus Elsass“ Grundstücks-Verwaltungs- u. Verwertungs-,352,10637,10637,10656
270,„Haus und Land“ Grundstücks-Akt.-Ges.,353,10656,10656,10677
271,Havag Hausverwaltungs-Akt.-Ges.,353,10677,10677,10695
272,Heimstätten-Aktien-Gesellschaft,353,10695,10695,10745
273,Hoba Aktiengesellschaft für Grundbesitzverwaltung,354,10745,10745,10766
274,„Im alten Westen“ Grundstücks -Verwaltungs-Akt.-Ges.,354,10766,10766,10785
275,„lm Invalidenviertel“ Grundstücks-Verwaltungs- und Verwertungs-Aktiengesellschaft,355,10785,10786,10803
276,„Im Lützowviertel“ Grundstücks-Verwaltungs-Akt.-Ges.,355,10803,10803,10820
277,Im Rosenthalerplatzviertel Grundstücks-Verwaltungs- und Verwertungs-Akt.-Ges.,355,10820,10821,10838
278,Industrie-Gebäude Berlin-Hohenschönhausen Akt.-Ges.,355,10838,10838,10879
279,Industriegebäude Kommandantenstrasse 76/79 Akt.-Ges.,356,10879,10879,10902
280,„Innere Stadt“ Grundstücks-Verwaltungs- u. Verwertungs- Akt.-Ges. in Berlin.,356,10902,10903,10924
281,Invalidenstrasse 5 Grundstücksaktiengesellschaft,357,10924,10924,10943
282,"Theodor Keitel, Akt.-Ges.",357,10943,10943,10962
283,Kleiststrasse 5 Grundstücks-Akt.-Ges.,357,10962,10962,10980
284,_ Kleiststr. 7 Grundstücksverwertungs-Aktiengesellschaft,358,10980,10980,10997
285,„Kundry“ Grundstücks- -Verwaltungs- u. Verwertungs-Akt.-Ges.,358,10997,10998,11019
286,Landhausbau-Akt.-Ges.,358,11019,11019,11039
287,Land Parzellierungs-Akt.-Ges.,359,11039,11039,11059
288,Langestrasse 64 Hausverwaltungs-Akt.-Ges.,359,11059,11059,11073
289,Liehtenberger Handels-Akt.-Ges.,359,11073,11073,11091
290,Liegenschaftsnutzungs-Akt.-Ges.,359,11091,11091,11108
291,Märkische Parzellierung Aktiengesellschaft in Liqu.,360,11108,11108,11129
292,Margarine Grundstücks-Aktiengesellschaft,360,11129,11129,11159
293,Medusa Grundstücks-Akt.-Ges.,360,11159,11159,11178
294,Miet- Standard - Akt.- Ges.,361,11178,11178,11195
295,Mülllerstrasse 137 Grundstücksverwertungs-Akt.-Ges.,361,11195,11195,11216
296,Mundus Grundstücks-Verwaltungs-Akt.-Ges.,361,11216,11216,11240
297,Neue Berliner Bau- u. Boden-Akt.-Ges.,362,11240,11240,11260
298,Neue Gross-Berliner Haus-Aktiengesellschaft,362,11260,11260,11279
299,Nördliche Friedrichstadt Grundstücks-Verwertungs-A.-G.,362,11279,11279,11298
300,"Norddeutsche Terrain-Aktiengesellschaft in Liqu., Berlin.",363,11298,11298,11301
301,Odin Grundstücksverwertungs-Aktiengesellschaft,363,11301,11301,11305
302,"Oikos, Grunderwerbs- u. Verwalt.-Akt.-Ges.",363,11305,11305,11323
303,Pariser Platz Terrain- u. Bau-Aktiengesellschaft,363,11323,11323,11339
304,Pestalozzistrasse 62 Grundstücksverwertungs-Akt.-Ges.,363,11339,11339,11356
305,"Poseidon Grundstücksverwaltungs-Akt.-Ges., Berlin.",364,11356,11356,11359
306,Poststrasse 10/11 Grundsttcksverwitungs-Akt.Ges,364,11359,11359,11377
307,„Potsdamer Brücke“ Bau-Akt.-Ges.,364,11377,11377,11395
308,Prenzlauer Allee 84 Aktiengesellschaft,364,11395,11395,11417
309,"Priko Grundstücksverwaltungs- Aktiengesellschaft,",365,11417,11417,11434
310,Refacta-Immobilien-Akt.-Ges.,365,11434,11434,11452
311,„Revag“ Grundstücksverwaltungs-Aktiengesellschaft,365,11452,11452,11469
312,"Direktion: Willibald Lange, ""Eugen L. Garbaty-Rosenthal.",365,11469,11469,11473
313,Rheineck Wilmersdorfer Hausverwaltungs-Akt.-Ges.,366,11473,11473,11490
314,"Sachsen, Grundstücks-Akt.-Ges.",366,11490,11490,11507
315,"A.&B. Schlochauer Grundbesitz Aktiengesellschaft in Liqu.,",366,11507,11507,11520
316,"zollerndamm 2, Schlachtensee, Krottnaurerstr. 8",366,11520,11520,11538
317,Schmargendorfer Boden-Aktiengesellschaft,367,11538,11538,11567
318,Schrobsdorff Bauspar-Aktiengesellschaft,367,11567,11567,11586
319,Schrobsdorff Grundstücksverwaltung Aktiengesellschaft,367,11586,11586,11606
320,Schrobsdorff Immobilien-Aktiengesellschaft,368,11606,11606,11631
321,Schwedenstrasse 11 Grundstücksverwertungs- Akt.-Ges.,368,11631,11631,11634
322,Sedes Grundstücks-Akt.-Ges.,368,11634,11634,11654
323,Semper idem Aktiengesellschaft für Realwerte in Ligu.,368,11654,11654,11670
324,"Tempelhofer Ufer 14 Grundstücks-Akt.-Ges., Berlin.",369,11670,11670,11674
325,"Terrain-Ges. am Teltow-Canal Rudow-Johannisthal, A.-G.",369,11674,11674,11726
326,Thierga-Grundstücks-Verwertungs-Akt.-Ges.,370,11726,11726,11745
327,Tiergartenviertel-Bau -Actien-Gesellschaft u,370,11745,11745,11760
328,"Voßstrasse 15, Grundstücksverwertungs-Akt.-Ges.",370,11760,11760,11777
329,"Wenzke & Nickel, Baugeschäft, Maurer- und Zimmerarbeiten",370,11777,11777,11800
330,Wiederaufbau-Akt.-Ges. für Errichtung von Hochbauten „Widag“,371,11800,11801,11824
331,Wilhelmsaue Terrain-Akt.-Gesellschaft,371,11824,11824,11844
332,Wilmersdorfer Hochbau-Aktiengesellschaft,371,11844,11844,11880
333,Wilmersdorferstrasse 143/144 Grundstücks-Akt.-Ges.,372,11880,11880,11898
334,"Wittelsbach Grundstücks Akt.-Ges. in Liqu., Berlin.",372,11898,11898,11918
335,„Wohnhaus Nürnbergerstrasse 49“ Grundstücks -Verwaltungs - Aktiengesellschaft,373,11918,11919,11937
336,- „Wohnhaus Westen“ Grundstücksverwaltungs-Aktiengesellschaft,373,11937,11938,11955
337,August Wolfsholz Presszementbau-Akt.-Ges.,373,11955,11955,11983
338,"Zähringen Grundstüecks-Akt.-Ges. in Liqu., Berlin:",374,11983,11983,12001
339,Zimmerstrasse 10 Grundstücks-Aktiengesellschaft,374,12001,12001,12020
340,Bielefelder Volkskaffeehaus Akt.-Ges.,374,12020,12020,12041
341,"Hammermühle Bischofsheim, Akt.-Ges.",375,12041,12041,12064
342,Baugesellsehaft Heilbronn A.-G.,375,12064,12064,12108
343,Europahaus A.-,376,12108,12108,12134
344,Bau-Aktiengesellschaft Breslau,376,12134,12134,12155
345,Bau-Aktiengesellschaft Yorckstrasse,376,12155,12155,12174
346,Hnta Hoch- u. Tiefbau-Aktiengesellschaft,377,12174,12174,12270
347,Schlesische Immobilien-Akt.-Ges.,378,12270,12270,12340
348,Terrain-Aktiengesellschaft Gräbschen,379,12340,12340,12402
349,Terrain-Akt.-Ges. Kleinburg,380,12402,12402,12471
350,Aktiengesellschaft für Grundstücksverwertung,381,12471,12471,12492
